,resturant_id,resturant,resturant_rating,cuisine,resturant_review_count,phone,address
0,the-shepherd-and-the-knucklehead-hoboken-8,The Shepherd & the Knucklehead,3.5,"['Beer Bar', 'American (Traditional)', 'Cocktail Bars']",89,(201) 714-4222,"1313 Willow Ave Hoboken, NJ 07030"
0,fox-and-crow-jersey-city,Fox and Crow,4.0,"['Cocktail Bars', 'Burgers', 'Pubs']",179,(201) 984-2775,"594 Palisade Ave Jersey City, NJ 07307"
0,saku-hoboken-2,Saku,3.5,"['Cocktail Bars', 'Asian Fusion', 'Japanese']",65,(201) 942-3956,"936 Park Ave Hoboken, NJ 07030"
0,royal-grill-halal-food-new-york-2,Royal Grill Halal Food,5.0,"['Halal', 'Food Trucks', 'Street Vendors']",258,(347) 724-0504,"44th St And 6th Ave New York, NY 10036"
0,jeffersons-coffee-hoboken,Jefferson’s Coffee,4.0,['Coffee & Tea'],45,(201) 253-0617,"1001 Madison St Hoboken, NJ 07030"
0,panera-bread-hoboken,Panera Bread,3.0,"['Sandwiches', 'Salad', 'Soup']",129,(201) 876-3233,"310 Washington St Hoboken, NJ 07030"
0,texas-arizona-hoboken,Texas Arizona,3.0,"['American (New)', 'Sports Bars']",233,(201) 420-0304,"76 River St Hoboken, NJ 07030"
0,mysttik-masaala-new-york-13,Mysttik Masaala,4.5,"['Food Trucks', 'Indian']",350,(917) 306-3128,"399 Park AveCorner of 54th street New York, NY 10022"
0,mcswiggans-pub-hoboken,McSwiggan’s Pub,3.5,"['American (Traditional)', 'Irish Pub']",120,(201) 798-6700,"110 1st St Hoboken, NJ 07030"
0,hidden-grounds-coffee-hoboken-4,Hidden Grounds Coffee,4.0,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']",26,(201) 683-6488,"700 Garden St Hoboken, NJ 07030"
0,ben-and-jerrys-hoboken-3,Ben & Jerry’s,3.5,['Ice Cream & Frozen Yogurt'],58,(201) 792-1966,"405 Washington St Hoboken, NJ 07030"
0,juns-macaron-gelato-hoboken,Jun’s Macaron Gelato,4.0,"['Gelato', 'Macarons', 'Ice Cream & Frozen Yogurt']",33,(201) 420-0204,"410 Washington St Hoboken, NJ 07030"
0,live-more-adventures-hoboken-3,Live More Adventures,5.0,"['Rafting/Kayaking', 'Hiking', 'Yoga']",11,(802) 347-3562,
0,hudson-coffee-company-hoboken,Hudson Coffee Company,4.0,['Coffee & Tea'],33,(201) 656-0033,"1100 Maxwell Ln Hoboken, NJ 07030"
0,cadillac-cantina-hoboken-2,Cadillac Cantina,3.0,"['Bars', 'Tex-Mex', 'Mexican']",198,(201) 420-7070,"80 River St Hoboken, NJ 07030"
0,spa-diner-hoboken-2,Spa Diner,3.0,['Diners'],135,(201) 653-6617,"74 Hudson St Hoboken, NJ 07030"
0,9-11-tribute-museum-new-york,9/11 Tribute Museum,4.5,"['Museums', 'Walking Tours', 'Community Service/Non-Profit']",237,(866) 737-1184,"92 Greenwich St New York, NY 10006"
0,city-of-saints-coffee-roasters-hoboken,City of Saints Coffee Roasters,4.0,['Coffee & Tea'],43,(201) 683-7333,"1320 Bloomfield St Hoboken, NJ 07030"
0,chipotle-mexican-grill-hoboken,Chipotle Mexican Grill,3.5,"['Mexican', 'Fast Food']",81,(201) 205-1717,"229 Washington St Hoboken, NJ 07030"
0,hudson-river-waterfront-walkway-hoboken,Hudson River Waterfront Walkway,4.5,['Landmarks & Historical Buildings'],15,(201) 963-3511,
0,village-pourhouse-hoboken-5,Village Pourhouse,3.0,"['Sports Bars', 'Venues & Event Spaces', 'American (Traditional)']",155,(201) 792-2337,"205 1st St Hoboken, NJ 07030"
0,gold-roast-cafe-hoboken-2,Gold Roast Cafe,4.5,"['Breakfast & Brunch', 'Coffee & Tea', 'Australian']",25,,"600 Harrison St Hoboken, NJ 07030"
0,the-shannon-hoboken,The Shannon,3.0,"['Sports Bars', 'Dance Clubs']",156,(201) 656-9820,"106 1st St Hoboken, NJ 07030"
0,the-ale-house-hoboken-2,The Ale House,4.0,['Pubs'],31,(201) 798-5650,"1034 Willow Ave Hoboken, NJ 07030"
0,the-winston-hoboken,The Winston,4.0,['Cocktail Bars'],41,(201) 683-6188,"72 Hudson St Hoboken, NJ 07030"
0,prato-bakery-hoboken-2,Prato Bakery,4.5,"['Coffee & Tea', 'Bakeries', 'Sandwiches']",22,(201) 798-8900,"201 Washington St Hoboken, NJ 07030"
0,the-little-grocery-hoboken-3,The Little Grocery,3.5,"['Breakfast & Brunch', 'Sandwiches', 'Caterers']",70,(201) 526-4949,"1212 Washington St Hoboken, NJ 07030"
0,the-roost-outpost-hoboken-3,The Roost Outpost,4.0,['Coffee & Tea'],25,(201) 653-2100,"55 1st St Hoboken, NJ 07030"
0,qdoba-mexican-eats-hoboken-2,QDOBA Mexican Eats,3.0,"['Mexican', 'Fast Food']",100,(201) 386-8974,"400 Washington St Hoboken, NJ 07030"
0,corkscrew-bar-jersey-city,Corkscrew Bar,4.0,"['Pubs', 'American (Traditional)']",127,(201) 239-0087,"61 Congress St Jersey City, NJ 07307"
0,disos-italian-sandwich-society-new-york-2,DiSO’s Italian Sandwich Society,4.5,"['Food Trucks', 'Italian', 'Sandwiches']",228,(917) 756-4145,
0,birch-hoboken-hoboken,Birch Hoboken,3.0,"['Burgers', 'Bars', 'Gelato']",160,(201) 942-9300,"92 River St Hoboken, NJ 07030"
0,cluck-u-chicken-hoboken,Cluck U Chicken,2.5,"['Chicken Wings', 'Fast Food', 'Halal']",159,(201) 683-9307,"112 Washington St Hoboken, NJ 07030"
0,tornas-pizzeria-hoboken,Torna’s Pizzeria,3.0,['Pizza'],70,(201) 798-8873,"254 9th St Hoboken, NJ 07030"
0,coco-havana-hoboken-4,Coco Havana,3.0,['Cuban'],119,(201) 216-1766,"32 Newark St Hoboken, NJ 07030"
0,the-nags-head-hoboken,The Nag’s Head,4.0,['Pubs'],34,(201) 653-6400,"359 1st St Hoboken, NJ 07030"
0,madd-hatter-hoboken-3,Madd Hatter,3.0,"['Sports Bars', 'American (Traditional)']",118,(201) 850-1281,"221 Washington St Hoboken, NJ 07030"
0,insomnia-cookies-hoboken,Insomnia Cookies,3.0,"['Desserts', 'Bakeries', 'Ice Cream & Frozen Yogurt']",92,(201) 297-6076,"56 Newark St Hoboken, NJ 07030"
0,rice-shop-hoboken,Rice Shop,2.5,['Asian Fusion'],216,(201) 798-8382,"304 Washington St Hoboken, NJ 07030"
0,aroy-d-the-thai-elephant-truck-hoboken,"Aroy-D, The Thai Elephant Truck",3.5,"['Thai', 'Food Trucks']",41,(201) 474-5432,"1 14th St Hoboken Nj Hoboken, NJ 07030"
0,johnny-rockets-hoboken,Johnny Rockets,2.5,"['Burgers', 'Sandwiches', 'Diners']",143,(201) 659-2620,"134 Washington St Hoboken, NJ 07030"
0,8th-street-tavern-hoboken,8th Street Tavern,3.0,"['American (New)', 'Sports Bars']",73,(201) 653-8554,"800 Washington St Hoboken, NJ 07030"
0,grubbs-take-away-hoboken,Grubbs Take Away,3.5,['American (Traditional)'],53,(201) 420-0300,"418 Washington St Hoboken, NJ 07030"
0,the-brick-hoboken-4,The Brick,3.0,"['Pizza', 'Italian']",146,(201) 942-0518,"1122 Washington St Hoboken, NJ 07030"
0,remi-flower-and-coffee-new-york-2,Remi Flower & Coffee,4.5,"['Coffee & Tea', 'Florists']",163,(646) 559-1233,"906 2nd Ave New York, NY 10017"
0,biryani-cart-new-york,Biryani Cart,4.0,"['Indian', 'Food Trucks', 'Halal']",525,(917) 420-5975,"46th St & 6th Ave New York, NY 10003"
0,cafe-sophia-hoboken,Cafe Sophia,4.0,"['Coffee & Tea', 'Breakfast & Brunch']",22,(201) 222-0565,"200 Monroe St Hoboken, NJ 07030"
0,pure-pita-hoboken,Pure Pita,2.5,['Mediterranean'],165,(201) 217-9777,"324 Washington St Hoboken, NJ 07030"
0,margheritas-pizzeria-hoboken-6,Margherita’s Pizzeria,4.0,"['Pizza', 'Italian', 'Seafood']",294,(201) 222-2400,"740 Washington StSte 1 Hoboken, NJ 07030"
0,delfinos-pizzeria-hoboken,Delfino’s Pizzeria,3.5,['Pizza'],50,(201) 792-7457,"500 Jefferson St Hoboken, NJ 07030"
0,king-souvlaki-astoria-2,King Souvlaki,4.5,"['Greek', 'Food Trucks']",245,(917) 416-1189,"31 St And 31 Ave Astoria, NY 11106"
0,church-square-park-hoboken,Church Square Park,4.5,['Parks'],14,(201) 420-2349,"401 Willow Ave Hoboken, NJ 07030"
0,impostos-pizza-hoboken,Imposto’s Pizza,2.5,['Pizza'],191,(201) 963-9077,"102 Washington St Hoboken, NJ 07030"
0,el-chilango-taqueria-jersey-city-3,El Chilango Taqueria,4.0,"['Mexican', 'Food Trucks']",34,(954) 793-2599,
0,gong-cha-hoboken,Gong Cha,5.0,['Bubble Tea'],8,(201) 710-5757,"527 Washington St Hoboken, NJ 07030"
0,hot-house-pizza-hoboken,Hot House Pizza,3.5,['Pizza'],45,(201) 222-0504,"606 2nd St Hoboken, NJ 07030"
0,wilton-house-hoboken,Wilton House,4.0,['Dive Bars'],27,(201) 683-3431,"58 Newark St Hoboken, NJ 07030"
0,number-1-chinese-kitchen-hoboken,Number 1 Chinese Kitchen,3.5,['Chinese'],47,(201) 963-1767,"642 Washington St Hoboken, NJ 07030"
0,bagels-on-the-hudson-hoboken-3,Bagels On The Hudson,2.0,['Bagels'],240,(201) 798-4777,"802 Washington St Hoboken, NJ 07030"
0,mills-tavern-hoboken,Mill’s Tavern,2.5,"['Chicken Wings', 'Burgers', 'Bakeries']",120,(201) 792-1900,"125 Washington St Hoboken, NJ 07030"
0,cold-stone-creamery-hoboken,Cold Stone Creamery,3.0,"['Ice Cream & Frozen Yogurt', 'Custom Cakes', 'Cupcakes']",79,(201) 222-3233,"116 Washington St Hoboken, NJ 07030"
0,pita-pit-hoboken-2,Pita Pit,3.5,"['Mediterranean', 'Sandwiches', 'Fast Food']",37,(201) 683-8500,"732 Washington StApt 1 Hoboken, NJ 07030"
0,hoboken-burrito-hoboken,Hoboken Burrito,3.0,['Mexican'],48,(201) 795-5252,"209 4th St Hoboken, NJ 07030"
0,periscope-coffee-on-pearl-street-new-york-4,Periscope Coffee on Pearl Street,5.0,"['Coffee & Tea', 'Food Trucks']",59,(917) 789-0771,"123 Pearl St New York, NY 10005"
0,corto-jersey-city,Corto,4.0,['Italian'],54,(201) 420-6290,"507 Palisade Ave Jersey City, NJ 07307"
0,joboken-cafe-hoboken-2,Joboken Cafe,4.0,['Cafes'],17,(917) 750-9308,"54 Hudson Pl Hoboken, NJ 07030"
0,off-the-wall-chinese-cuisine-hoboken,Off the Wall Chinese Cuisine,3.0,['Chinese'],55,(201) 798-6078,"512 Washington St Hoboken, NJ 07030"
0,rosarios-at-willow-hoboken,Rosario’s At Willow,3.0,['Pizza'],52,(201) 418-8717,"1132 Willow Ave Hoboken, NJ 07030"
0,jeffersons-coffee-hoboken-6,Jefferson’s Coffee,4.0,['Coffee & Tea'],17,(201) 253-0617,"534 Washington St Hoboken, NJ 07030"
0,liberty-gourmet-hoboken,Liberty Gourmet,4.0,"['Delis', 'Grocery']",18,(201) 820-2126,"1100 Adams St Hoboken, NJ 07030"
0,uptown-pizzeria-hoboken,Uptown Pizzeria,3.0,['Pizza'],64,(201) 610-9955,"54 14th St Hoboken, NJ 07030"
0,little-market-hoboken,Little Market,3.5,"['Delis', 'Sandwiches']",23,(201) 386-1555,"400 Newark St Hoboken, NJ 07030"
0,starbucks-hoboken,Starbucks,3.0,['Coffee & Tea'],57,(201) 876-0300,"51 Newark Street Hoboken, NJ 07030"
0,phoenix-bar-and-grille-hoboken-2,Phoenix Bar and Grille,3.5,"['Cocktail Bars', 'American (New)', 'Music Venues']",38,(201) 216-0888,"1 Hudson PlHoboken Terminal Hoboken, NJ 07030"
0,starbucks-hoboken-3,Starbucks,3.0,['Coffee & Tea'],67,(201) 222-2491,"314  Washington Ave. Hoboken, NJ 07030"
0,green-garden-hoboken,Green Garden,3.5,['Chinese'],38,(201) 963-3112,"1202 Washington St Hoboken, NJ 07030"
0,tally-ho-hoboken-2,Tally-Ho,2.5,"['Bars', 'Venues & Event Spaces']",97,(201) 217-1642,"215 Washington St Hoboken, NJ 07030"
0,sahara-grill-and-pita-truck-jersey-city,Sahara Grill & Pita Truck,3.5,"['Halal', 'Food Trucks', 'Falafel']",30,(201) 743-8784,"95 Christopher Columbus Dr Jersey City, NJ 07302"
0,surf-taco-hoboken-2,Surf Taco,3.0,"['Mexican', 'Juice Bars & Smoothies', 'Tex-Mex']",64,(201) 683-8156,"62 Newark St Hoboken, NJ 07030"
0,mysttik-masaala-new-york-15,Mysttik Masaala,4.5,"['Indian', 'Food Trucks']",107,(917) 306-3128,"250 Park Ave New York, NY 10172"
0,dunkin-donuts-hoboken-4,Dunkin’ Donuts,3.5,"['Donuts', 'Coffee & Tea']",21,(201) 798-0444,"700 Washington StSte A Hoboken, NJ 07030"
0,lukes-lobster-mobile-lobster-roll-food-truck-new-york,Luke’s Lobster Mobile Lobster Roll Food Truck,4.0,"['Seafood', 'Food Trucks']",127,,
0,starbucks-hoboken-2,Starbucks,3.0,['Coffee & Tea'],36,(201) 792-5400,"1205 N. Hudson Street Hoboken, NJ 07030"
0,living-room-hoboken,Living Room,3.0,['Lounges'],40,(201) 253-2400,"225 River StW Hotel Hoboken, NJ 07030"
0,rome-pizzeria-and-grill-hoboken,Rome Pizzeria & Grill,2.5,"['Pizza', 'American (Traditional)']",59,(201) 683-9600,"20 Hudson Pl Hoboken, NJ 07030"
0,asia-sushi-and-chinese-cuisine-hoboken,Asia Sushi & Chinese Cuisine,2.5,['Chinese'],73,(201) 792-9660,"926 Washington St Hoboken, NJ 07030"
0,halalish-flushing,Halalish,4.5,"['Halal', 'Burgers', 'Food Trucks']",74,(347) 279-3325,"41-17 Main St Flushing, NY 11355"
0,city-of-hoboken-hoboken,City of Hoboken,4.0,['Local Flavor'],11,(201) 420-2116,"256 Observer Hwy Hoboken, NJ 07030"
0,charritos-midtown-hoboken,Charritos Midtown,2.5,['Mexican'],74,(201) 216-9201,"518 Washington St Hoboken, NJ 07030"
0,pizzeria-hoboken-hoboken,Pizzeria Hoboken,3.0,"['Pizza', 'Salad', 'Sandwiches']",38,(201) 683-6158,"732 Jefferson St Hoboken, NJ 07030"
0,baonanas-jersey-city-4,#Baonanas,4.5,"['Desserts', 'Food Trucks', 'Caterers']",42,(201) 205-2152,"210 Hudson St Jersey City, NJ 07302"
0,mod-cup-truck-jersey-city,Mod Cup Truck,4.0,"['Food Trucks', 'Coffee & Tea', 'Bakeries']",17,(201) 798-1666,"2 Exchange Pl Jersey City, NJ 07302"
0,7-stars-pizzeria-hoboken,7 Stars Pizzeria,2.5,['Pizza'],74,(201) 653-7204,"342 Garden St Hoboken, NJ 07030"
0,g-millz-boken-roadhouse-hoboken-2,G.Millz Boken Roadhouse,3.5,"['Sports Bars', 'American (Traditional)']",20,(201) 620-9875,"61 Jackson St Hoboken, NJ 07030"
0,antons-dumplings-brooklyn,Anton’s Dumplings,4.5,"['Food Trucks', 'Russian']",59,(917) 974-4827,"90 Havemeyer St Brooklyn, NY 11211"
0,ripleys-believe-it-or-not-time-square-new-york,Ripley’s Believe It or Not! Time Square,3.5,"['Museums', 'Tours']",265,(212) 398-3133,"234 W 42nd St New York, NY 10036"
0,wings-to-go-hoboken-hoboken,Wings To Go - Hoboken,2.5,['Chicken Wings'],67,(201) 459-6070,"400 Newark St Hoboken, NJ 07030"
0,mysttik-masaala-queens-4,Mysttik Masaala,5.0,"['Indian', 'Food Trucks']",31,(917) 400-3090,"2177 31st StAstoria Queens, NY 11105"
0,frenchys-cake-designs-new-york,Frenchys Cake Designs,5.0,"['Desserts', 'Cupcakes', 'Bakeries']",33,(646) 248-1044,"910 Riverside Dr New York, NY 10032"
0,shipyard-dog-park-hoboken,Shipyard Dog Park,4.5,['Dog Parks'],7,,"Frank Sinatra Dr N Near 13th St Hoboken, NJ 07030"
0,riverview-fisk-park-jersey-city,Riverview-Fisk Park,4.5,['Parks'],13,,"1 Bowers St Jersey City, NJ 07307"
0,delight-deli-and-grocery-hoboken,Delight Deli & Grocery,4.0,"['Grocery', 'Delis']",10,(201) 942-9444,"56 Monroe St Hoboken, NJ 07030"
0,angry-archies-jersey-city,Angry Archie’s,4.0,"['Food Trucks', 'Seafood']",58,(973) 747-2124,
0,king-souvlaki-bayside-2,King Souvlaki,4.0,"['Food Trucks', 'Greek']",119,(347) 951-8316,
0,old-lorenzos-pizza-hoboken,Old Lorenzo’s Pizza,3.0,"['Pizza', 'Burgers', 'Fast Food']",31,(201) 714-9446,"301 Jackson St Hoboken, NJ 07030"
0,mama-jos-breakfast-cart-new-york-2,Mama Jo’s Breakfast Cart,4.5,"['Breakfast & Brunch', 'Coffee & Tea', 'Food Trucks']",33,(516) 476-1360,"N W Corner Of 47th And Park Ave New York, NY 10017"
0,the-cinnamon-snail-new-york-9,The Cinnamon Snail,4.0,"['Vegan', 'Food Trucks']",70,(862) 246-6431,"70 Pine St New York, NY 10270"
0,dunkin-donuts-hoboken-3,Dunkin’ Donuts,4.0,"['Coffee & Tea', 'Donuts']",12,(201) 217-8778,"1200 Grand St Hoboken, NJ 07030"
0,clean-sweets-by-sasha-new-york,Clean Sweets By Sasha,5.0,"['Bakeries', 'Desserts', 'Food Delivery Services']",23,,
0,raf-deli-and-cafe-hoboken-2,Raf Deli and Cafe,2.0,"['Delis', 'Sandwiches', 'Burgers']",36,(201) 683-8630,"552 1st St Hoboken, NJ 07030"
0,truffles-mystery-dinner-theater-new-york,Truffles Mystery Dinner Theater,4.0,"['Comedy Clubs', 'Dinner Theater', 'Performing Arts']",51,(212) 279-4200,"707 8th AveSwing 46 New York, NY 10036"
0,dj-gatsby-and-dapper-sounds-manhattan-2,DJ Gatsby & Dapper Sounds,5.0,"['DJs', 'Performing Arts', 'Museums']",16,(516) 967-5138,"115 4th Ave Manhattan, NY 10003"
0,lulus-hoboken,LuLu’s,2.0,['Bars'],52,(201) 253-2520,"225 River StThe W Hoboken Hoboken, NJ 07030"
0,7-eleven-hoboken,7-Eleven,3.5,"['Convenience Stores', 'Coffee & Tea']",7,(201) 222-6323,"422 Washington St Hoboken, NJ 07030"
0,dunkin-donuts-hoboken-8,Dunkin’ Donuts,3.0,"['Donuts', 'Coffee & Tea']",17,(201) 222-6959,"400 Newark St Hoboken, NJ 07030"
0,garlic-and-tahini-hoboken,Garlic and Tahini,4.0,['Mediterranean'],9,(201) 515-5127,"410 Washington St Hoboken, NJ 07030"
0,mcdonalds-hoboken,McDonald’s,2.0,"['Fast Food', 'Burgers', 'Coffee & Tea']",60,(201) 798-2078,"234 Washington St Hoboken, NJ 07030"
0,manhattan-aquariums-new-york,Manhattan Aquariums,4.0,"['Aquarium Services', 'Local Fish Stores', 'Aquariums']",54,(212) 594-2272,"522 W 37th St New York, NY 10018"
0,chens-kitchen-hoboken,Chen’s Kitchen,3.5,['Chinese'],10,(201) 656-0949,"301 Jackson St Hoboken, NJ 07030"
0,dunkin-donuts-hoboken,Dunkin’ Donuts,2.5,"['Coffee & Tea', 'Donuts']",20,,"214 Washington St Hoboken, NJ 07030"
0,maxwell-place-park-hoboken,Maxwell Place Park,4.0,"['Playgrounds', 'Dog Parks']",4,(201) 680-7900,"1025 Maxwell Ln Hoboken, NJ 07030"
0,harajuku-sushi-and-crepe-new-york,Harajuku Sushi and Crepe,5.0,"['Sushi Bars', 'Food Trucks', 'Creperies']",12,(626) 789-4134,
0,the-hudson-grill-pizza-and-deli-union-city,The Hudson Grill Pizza & Deli,3.5,"['Pizza', 'Delis']",16,(201) 766-3616,"100 Manhattan Ave Union City, NJ 07087"
0,church-square-park-dog-run-hoboken,Church Square Park Dog Run,3.0,['Dog Parks'],12,,"401 Willow Ave & 4th St Hoboken, NJ 07030"
0,cals-hotdogs-hoboken,Cals Hotdogs,5.0,"['Food Trucks', 'Hot Dogs']",3,(201) 238-1262,"1 Harrison St Hoboken, NJ 07030"
0,hoboken-mutzfest-hoboken,Hoboken Mutzfest,4.0,"['Festivals', 'Local Flavor']",5,(201) 656-9602,"1005 Washington St Hoboken, NJ 07030"
0,gyrohouse-nyc-new-york-2,Gyrohouse NYC,4.0,"['Halal', 'Food Stands', 'Mediterranean']",34,(917) 690-2020,"Cedar St and Broadway New York, NY 10003"
0,hoboken-historical-museum-hoboken,Hoboken Historical Museum,3.5,['Museums'],9,(201) 656-2240,"1301 Hudson St Hoboken, NJ 07030"
0,dunkin-donuts-hoboken-2,Dunkin’ Donuts,2.0,"['Donuts', 'Coffee & Tea']",32,(201) 792-3113,"40 Hudson PlSte 2 Hoboken, NJ 07030"
0,desi-food-truck-new-york,Desi Food Truck,3.5,"['Indian', 'Food Trucks']",69,(212) 961-6193,
0,man-cookie-hoboken,Man Cookie,5.0,['Desserts'],2,(201) 701-3427,
0,peace-love-pops-hoboken,Peace.Love.Pops,4.5,['Ice Cream & Frozen Yogurt'],2,,
0,mikes-wild-moose-saloon-hoboken-2,Mike’s Wild Moose Saloon,2.5,['Sports Bars'],20,(973) 985-8222,"30 Newark St Hoboken, NJ 07030"
0,island-spice-grill-new-york,Island Spice Grill,3.5,"['Caribbean', 'Barbeque', 'Food Trucks']",43,(718) 501-4600,"18th St & Broadway New York, NY 10004"
0,mehdibynira-woodside,MehdibyNira,4.5,"['Henna Artists', 'Desserts', 'Event Photography']",15,(917) 680-7972,"4121 70th Street 1st FlFl 1 Woodside, NY 11377"
0,the-pig-and-parrot-hoboken,The Pig and Parrot,3.0,"['American (Traditional)', 'Beer, Wine & Spirits', 'Bars']",13,(201) 683-7370,"77 Hudson St Hoboken, NJ 07030"
0,taste-of-greece-new-york,Taste of Greece,4.5,"['Food Trucks', 'Greek', 'Caterers']",13,(646) 626-2003,
0,sassos-liquors-and-delicatessen-hoboken,Sasso’s Liquors & Delicatessen,2.5,"['Beer, Wine & Spirits', 'Delis']",17,(201) 217-9562,"1038 Garden St Hoboken, NJ 07030"
0,carnivale-donut-bar-hoboken,Carnivale Donut Bar,3.5,"['Donuts', 'Food Trucks', 'Ice Cream & Frozen Yogurt']",3,(888) 755-1611,
0,booza-organic-ice-cream-hoboken,Booza Organic Ice Cream,3.5,"['Ice Cream & Frozen Yogurt', 'Food Trucks']",4,(201) 914-1414,"200 Sinatra Dr Hoboken, NJ 07030"
0,metroarepas-new-york-3,Metroarepas,4.5,"['Food Trucks', 'Venezuelan', 'Hot Dogs']",17,(347) 897-8188,"1745 Broadway New York, NY 10019"
0,chrome-cookin-new-york-city,Chrome Cookin,5.0,"['Food Trucks', 'Sandwiches']",2,(347) 693-2372,"860 Washington St New York City, NY 10014"
0,andys-italian-ices-nyc-maspeth-3,Andy’s Italian Ices NYC,4.0,"['Ice Cream & Frozen Yogurt', 'Food Trucks', 'Juice Bars & Smoothies']",25,(516) 972-7959,"5819 Maspeth Ave Maspeth, NY 11378"
0,wings-to-go-hoboken-2,Wings to Go,3.0,['Pizza'],6,(201) 459-6070,"400 Newark St Hoboken, NJ 07030"
0,bubbys-burritos-on-wheels-jersey-city-2,Bubby’s Burritos on Wheels,4.5,"['Mexican', 'Food Trucks']",3,(551) 998-0586,"90 Hudson St Jersey City, NJ 07302"
0,the-ferryman-on-1st-hoboken,The Ferryman on 1st,2.5,"['Irish Pub', 'Breakfast & Brunch', 'Wraps']",14,(201) 420-9222,"94-98 Bloomfield St Hoboken, NJ 07030"
0,venti-pizza-hoboken,Venti Pizza,2.5,['Pizza'],13,(201) 683-8002,"20 Hudson St Hoboken, NJ 07030"
0,dyckman-farmhouse-museum-new-york,Dyckman Farmhouse Museum,4.5,"['Museums', 'Cultural Center', 'Community Service/Non-Profit']",20,(212) 304-9422,"4881 Broadway New York, NY 10034"
0,hungry-like-the-wolf-hoboken-2,Hungry Like the Wolf,4.0,"['Pizza', 'Chicken Wings', 'Vegan']",4,(201) 656-3026,"700 1st St Hoboken, NJ 07030"
0,subway-hoboken,Subway,1.5,"['Fast Food', 'Sandwiches']",22,(201) 653-8070,"110 River St Hoboken, NJ 07030"
0,chiddys-cheesesteaks-bay-shore,Chiddy’s Cheesesteaks,4.5,"['Food Trucks', 'Cheesesteaks']",78,(631) 609-1425,"9 Oakwood Blvd Bay Shore, NY 11706"
0,sloppie-joes-food-truck-yonkers-2,Sloppie Joe’s Food Truck,5.0,"['Food Trucks', 'Burgers', 'Sandwiches']",9,(914) 573-6469,
0,el-general-hoboken,El General,5.0,"['Food Trucks', 'Mexican']",1,(551) 268-7483,
0,anchor-aquarium-service-inc-brooklyn,Anchor Aquarium Service Inc.,5.0,"['Aquariums', 'Aquarium Services']",7,(718) 781-2830,"28 Locust St Brooklyn, NY 11206"
0,latino-bites-corona,Latino Bites,4.0,"['Food Trucks', 'Mexican', 'Colombian']",19,(347) 698-9175,"85 St & Northern Blvd Corona, NY 11372"
0,mikes-restaurant-jersey-city,Mike’s Restaurant,3.5,['Mexican'],13,(201) 222-1878,"602 Palisade Ave Jersey City, NJ 07307"
0,sonias-petite-p%C3%A2tisserie-hoboken,Sonia’s Petite Pâtisserie,5.0,"['Custom Cakes', 'Patisserie/Cake Shop', 'Bakeries']",1,(646) 441-1466,"701 Monroe St Hoboken, NJ 07030"
0,famous-pizza-hoboken,Famous Pizza,2.5,['Pizza'],9,,"207 Washington St Hoboken, NJ 07030"
0,dunkin-donuts-hoboken-7,Dunkin’ Donuts,5.0,"['Donuts', 'Coffee & Tea']",1,(201) 222-8912,"308 Willow AveHoboken University Medical Ctr Hoboken, NJ 07030"
0,moffle-bar-corona,Moffle Bar,4.5,"['Waffles', 'Asian Fusion', 'Food Trucks']",10,(646) 706-2341,"47-01 111th St Corona, NY 11368"
0,14th-street-pier-hoboken,14th Street Pier,5.0,['Parks'],1,(212) 336-6400,"14TH St Hoboken, NJ 07030"
0,cascade-cafe-hoboken,Cascade Cafe,2.5,"['Juice Bars & Smoothies', 'Sandwiches', 'Salad']",7,(201) 683-7870,"38 Hudson Pl Hoboken, NJ 07030"
0,juice-press-hoboken,Juice Press,2.5,"['Juice Bars & Smoothies', 'Vegan', 'Health Markets']",6,(212) 777-0034,"1400 Washington St Hoboken, NJ 07030"
0,stevens-park-dog-run-hoboken,Stevens Park Dog Run,3.0,['Dog Parks'],3,,"401 Hudson St Hoboken, NJ 07030"
0,legion-park-hoboken,Legion Park,4.0,['Parks'],2,,"1225 Willow Ave Hoboken, NJ 07030"
0,heights-deli-and-grill-jersey-city-3,Heights Deli & Grill,5.0,"['American (Traditional)', 'Delis']",3,(201) 963-6500,"557 Palisade Ave Jersey City, NJ 07307"
0,warung-roadside-brooklyn,Warung Roadside,4.5,"['Food Trucks', 'Thai']",10,(773) 339-1458,"Dumbo Lot Brooklyn, NY 11201"
0,kobricks-coffee-jersey-city,Kobricks Coffee,5.0,['Coffee & Tea'],4,(201) 656-6313,"693 Luis Marin Blvd Jersey City, NJ 07310"
0,buona-pizza-hoboken,Buona Pizza,2.5,"['Pizza', 'Italian']",8,(201) 659-5200,"539 Park Ave Hoboken, NJ 07030"
0,king-souvlaki-new-york,King Souvlaki,4.5,"['Greek', 'Food Trucks']",10,(347) 384-0217,"West 55th Street and Broadway New York, NY 10017"
0,dominos-hoboken,Domino’s,2.0,['Pizza'],11,,
0,sabrett-hot-dog-stand-columbus-park-hoboken,Sabrett Hot Dog Stand @ Columbus Park,4.0,['Food Stands'],1,,"350-398 9th St Hoboken, NJ 07030"
0,juniors-papaya-grill-hoboken,Junior’s Papaya Grill,3.0,['Burgers'],4,(201) 238-2777,"506 Washington St Hoboken, NJ 07030"
0,fed-by-ed-jersey-city,Fed by Ed,5.0,"['Food Trucks', 'Sandwiches', 'Burgers']",4,(732) 865-6923,
